Date,Actual,Pred
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,1
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,1
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,1
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,0
2017-06-13,0,1
2017-06-13,0,0
2017-06-13,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,1
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,1
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,1
2017-06-14,0,0
2017-06-14,0,0
2017-06-14,0,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,1
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,1
2017-06-15,-1,1
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,-1
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,1
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,1
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-15,-1,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,0
2017-06-16,0,1
2017-06-16,0,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,1
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,1
2017-06-19,1,1
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-19,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,1
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,1
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,-1
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,0
2017-06-20,1,1
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,1
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,1
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,1
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,1
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-21,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,1
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,1
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,0
2017-06-22,1,1
2017-06-22,1,0
2017-06-22,1,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-23,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,1
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-26,0,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,1
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,1
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-27,-1,0
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,1
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,1
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,1
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,0
2017-06-28,0,1
2017-06-28,0,0
2017-06-29,-1,0
2017-06-29,-1,-1
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,1
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,1
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,1
2017-06-29,-1,0
2017-06-29,-1,1
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-29,-1,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,-1
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,1
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,1
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,1
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-06-30,0,0
2017-07-03,-1,1
2017-07-03,-1,0
2017-07-03,-1,0
2017-07-03,-1,0
2017-07-03,-1,1
2017-07-03,-1,0
2017-07-03,-1,0
2017-07-03,-1,0
2017-07-03,-1,0
2017-07-03,-1,0
2017-07-03,-1,0
2017-07-03,-1,0
2017-07-03,-1,0
2017-07-03,-1,0
2017-07-03,-1,0
2017-07-03,-1,0
2017-07-03,-1,1
2017-07-03,-1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-05,1,0
2017-07-06,0,0
2017-07-06,0,1
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,1
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-06,0,0
2017-07-07,1,0
2017-07-07,1,1
2017-07-07,1,1
2017-07-07,1,1
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,1
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,1
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,1
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,-1
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-07,1,0
2017-07-10,1,0
2017-07-10,1,1
2017-07-10,1,1
2017-07-10,1,0
2017-07-10,1,0
2017-07-10,1,0
2017-07-10,1,0
2017-07-10,1,0
2017-07-10,1,0
2017-07-10,1,1
2017-07-10,1,0
2017-07-10,1,0
2017-07-10,1,1
2017-07-10,1,0
2017-07-10,1,1
2017-07-10,1,0
2017-07-10,1,1
2017-07-10,1,0
2017-07-10,1,1
2017-07-10,1,0
2017-07-10,1,0
2017-07-10,1,0
2017-07-10,1,0
2017-07-10,1,0
2017-07-10,1,0
2017-07-10,1,0
2017-07-10,1,0
2017-07-10,1,1
2017-07-10,1,0
2017-07-10,1,1
2017-07-10,1,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,1
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,0
2017-07-11,0,1
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,1
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,1
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,1
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,-1
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,1
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-12,1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,1
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,-1
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-13,-1,0
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,1
2017-07-14,1,1
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,1
2017-07-14,1,0
2017-07-14,1,1
2017-07-14,1,1
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,1
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,0
2017-07-14,1,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,1
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,1
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-17,0,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,1
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,1
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-18,-1,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,1
2017-07-19,0,1
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,1
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,1
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-19,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,1
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,1
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,1
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,1
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-20,0,0
2017-07-21,0,1
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,1
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,1
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,1
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-21,0,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,1
2017-07-24,1,1
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,1
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,1
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,1
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-24,1,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
